target,entity_id,n,block_sd,local_sd,rmse_ml,rmse_loc,rmse_per,rmse_lin
Sr_Ca_measurement,784,34,0.004302945031900152,0.006086417312282143,0.0023050256794072826,0.0053572376978809205,0.005167356623440826,0.004349492970736646
Sr_Ca_measurement,804,30,0.019548663254706004,0.020333209540220765,0.019569079581206416,0.02149467179068998,0.02734833089728907,0.025273058669516697
Sr_Ca_measurement,812,188,0.005970319963096401,0.004816303042791225,0.005456597371297625,0.006210233618451457,0.006115466962564083,0.005863972465527456
Sr_Ca_measurement,836,30,0.02540886411505008,0.05249961084493104,0.033383500544218465,0.03187872824605095,0.05367495605412755,0.020816600342755228
Sr_Ca_measurement,842,30,0.01193165827170704,0.018899476615738132,0.016188526266024617,0.021014578586538633,0.012577468244859186,0.013877131300486085
Sr_Ca_measurement,843,30,0.011477190591082704,0.014777791869956607,0.011468049367150948,0.018796734869729555,0.011526844540416404,0.01763811273807258
Sr_Ca_measurement,844,40,0.018576685557395313,0.02014090681254303,0.02383964562260361,0.02466292278023213,0.02558879136410341,0.022049790193224707
Sr_Ca_measurement,845,30,0.010261373004036458,0.01642993671281997,0.005416232461346107,0.014007267790805087,0.028938143814833214,0.007243919734785424
Sr_Ca_measurement,879,30,0.011550418074835665,0.032044131499771485,0.013843200537133999,0.049411575384485554,0.011668888793378098,0.011546726123461783
Sr_Ca_measurement,881,30,0.003809868708093974,0.0048313480410166814,0.0033586298021623406,0.00383648368244356,0.006682380808939396,0.004439967902235179
Sr_Ca_measurement,882,30,0.0034837021258810135,0.0028906144613787006,0.0034149183032446914,0.0036006347652264674,0.0034924992287416446,0.003326120104530747
Sr_Ca_measurement,883,30,0.0031788683230369688,0.015044800415583847,0.005801837467909066,0.005813330476130263,0.0033117434053848665,0.003610908598807738
Sr_Ca_measurement,884,41,0.0013405615710956043,0.00363939304243962,0.0014568187677525533,0.0014016131271985368,0.00450135850798511,0.003281327074055234
Sr_Ca_measurement,887,32,0.0018992966150717862,0.0018942768596543608,0.0014269648889781118,0.0036823734475204244,0.004129605287234125,0.002041953158244641
Sr_Ca_measurement,888,30,0.007414557058729455,0.006755638705099317,0.006313465203330368,0.008138244766030003,0.007990279628438601,0.007570408755739544
Sr_Ca_measurement,889,30,0.0026783347324937402,0.002279949942235438,0.0010684440273632538,0.0026944601933422572,0.003172436161188063,0.003389772028729706
Sr_Ca_measurement,890,77,0.0026052875244333483,0.002649348235256808,0.0017657562324746052,0.0030526192906768957,0.0037548185988808616,0.0034269718109552665
Sr_Ca_measurement,892,39,0.22678787501663403,0.19341051248941418,0.10578637241090967,0.259687954002297,0.2959332758966452,0.2761951433367416
Sr_Ca_measurement,894,30,0.003904359490412838,0.004853597696923938,0.0028885173592434676,0.004614856181698595,0.004445567789450703,0.0028098495654476354
Sr_Ca_measurement,895,30,0.004824441417979,0.005970963115107233,0.003198865107940555,0.0060926505498853055,0.00552935849426763,0.0054575115057272
